121.54467	25.01721
121.54531	25.01729
121.53759	25.01408
121.53404	25.01839
121.53673	25.01355
121.53844	25.01761
121.53436	25.01547
121.53901	25.01951
121.5376	25.01846
121.54251	25.01616
121.54059	25.01857
121.53783	25.02108
121.5404	25.01941
121.53585	25.01793
121.54575	25.01727
121.53044	25.01493
121.52917	25.01466
121.52997	25.01411
121.52895	25.01391
121.53535	25.01627
121.53718	25.01666
121.53583	25.0198
121.53791	25.01595
121.53786	25.01566
121.53786	25.01511
121.53798	25.01345
121.53635	25.01603
121.53009	25.01525
121.54398	25.01754
121.53574	25.01699
121.53633	25.02157
121.54145	25.02053
121.54175	25.01987
121.53906	25.02074
121.53583	25.01561
121.53992	25.02036
121.53868	25.01881
121.53569	25.01751
121.53825	25.01548
121.53995	25.01761
121.54195	25.01922
121.536	25.0189
121.53888	25.01704
121.53455	25.01698
121.53686	25.01539
121.53909	25.01337
121.53781	25.01703
121.53846	25.0196
121.54305	25.019
121.54247	25.01857
121.53928	25.01804
121.54031	25.0169
121.54347	25.01995
121.54242	25.01791
121.53591	25.02112
121.530702	25.013711
121.53205	25.014793
121.534281	25.014599
121.533785	25.01508
121.543602	25.025878
121.543616	25.025713
121.541221	25.024362
121.542844	25.023457
121.543077	25.021609
121.54329	25.024228
121.543249	25.022535
121.533627	25.018923
121.533825	25.019878
121.534082	25.021113
121.53271	25.017673
121.531929	25.017346
121.533192	25.020957
121.531551	25.018978
121.530791	25.019132
121.529903	25.019285
121.529792	25.019775
121.547458	25.018014
121.545281	25.016595
121.545338	25.016424
121.546934	25.015266
121.546648	25.013754
121.544905	25.012291
121.543832	25.014234
121.541737	25.011845
121.542929	25.015826
121.541398	25.014526
121.544921	25.020384
121.544395	25.020752
121.54279	25.020984
121.540666	25.021044
121.536356	25.02218
121.534918	25.02218
121.535467	25.013886
121.536598	25.012469
121.539735	25.012975
121.540643	25.011401
121.534376	25.014977
121.543304	25.025454
121.544152	25.021479
121.546477	25.02047
121.546983	25.021619
121.546543	25.022752
121.546649	25.024429
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
